Compound,Primary Cell Line Name,ID,IC50 (uM)
Nutlin-3,SW48,10956,7.943282347242816
Nutlin-3,NCI-H1793,4752,7.943282347242816
Nutlin-3,NCI-H2023,10346,7.943282347242816
Nutlin-3,NCI-H1975,4211,7.943282347242816
Nutlin-3,NCI-H2228,1954,7.943282347242816
Nutlin-3,HD-MY-Z,7248,7.943282347242816
Nutlin-3,NCI-H1092,5330,7.943282347242816
Nutlin-3,CAL-85-1,3022,7.943282347242816
Nutlin-3,NCI-H1944,545,7.943282347242816
Nutlin-3,C32,8073,7.943282347242816
Nutlin-3,RVH-421,5070,7.943282347242816
Nutlin-3,MDA-MB-436,2607,7.943282347242816
Nutlin-3,KYM-1,1585,7.943282347242816
Nutlin-3,RERF-GC-1B,1698,7.943282347242816
Nutlin-3,MEG-01,8677,7.943282347242816
Nutlin-3,COR-L105,3324,7.943282347242816
Nutlin-3,HCC1954,6786,7.943282347242816
Nutlin-3,HLE,6992,7.943282347242816
Nutlin-3,NCI-H28,99,7.943282347242816
Nutlin-3,KYSE-70,5816,7.943282347242816
Nutlin-3,HCC1806,3161,7.943282347242816
Nutlin-3,A172,1305,7.943282347242816
Nutlin-3,UACC-257,7519,7.943282347242816
Nutlin-3,TOV-21G,7040,7.943282347242816
Nutlin-3,NUGC-4,4259,7.943282347242816
Nutlin-3,KP-3,9769,7.943282347242816
Nutlin-3,SK-MEL-30,6095,7.943282347242816
Nutlin-3,TE-9,2863,7.943282347242816
Nutlin-3,SK-N-FI,10139,7.943282347242816
Nutlin-3,EN,7636,7.943282347242816
Nutlin-3,SU-DHL-8,937,7.943282347242816
Nutlin-3,KYSE-520,2142,7.943282347242816
Nutlin-3,Calu-3,9358,7.943282347242816
Nutlin-3,HARA,10003,7.943282347242816
Nutlin-3,DEL,9473,7.943282347242816
Nutlin-3,8505C,6898,7.943282347242816
Nutlin-3,KARPAS-299,9981,7.943282347242816
Nutlin-3,HCC1395,2469,7.943282347242816
Nutlin-3,COLO-679,9933,6.918309709189364
Nutlin-3,SUIT-2,360,7.943282347242816
Nutlin-3,SJSA-1,6347,6.456542290346556
Nutlin-3,J82,3533,7.943282347242816
Nutlin-3,JHOS-4,1282,7.943282347242816
Nutlin-3,NCI-H661,4003,7.943282347242816
Nutlin-3,SK-N-AS,9792,7.943282347242816
Nutlin-3,MDA-MB-157,7843,7.943282347242816
Nutlin-3,SU-DHL-4,1811,7.943282347242816
Nutlin-3,SK-MEL-24,5,7.943282347242816
Nutlin-3,A2058,521,7.943282347242816
Nutlin-3,EBC-1,2513,7.943282347242816
Nutlin-3,KYSE-180,254,7.943282347242816
Nutlin-3,OVTOKO,233,7.943282347242816
Nutlin-3,SUP-M2,2724,7.943282347242816
Nutlin-3,SK-LU-1,5769,7.943282347242816
Nutlin-3,CAL-12T,501,7.943282347242816
Nutlin-3,A2780,5094,4.073802778041127
Nutlin-3,MSTO-211H,7064,3.3884415613920256
Nutlin-3,NCI-H522,9909,7.943282347242816
Nutlin-3,IGR-37,8797,7.943282347242816
Nutlin-3,NCI-H647,1401,7.943282347242816
Nutlin-3,ACHN,10768,7.943282347242816
Nutlin-3,NCI-H1563,9216,7.943282347242816
Nutlin-3,HuCCT1,3931,7.943282347242816
Nutlin-3,LCLC-103H,5975,7.943282347242816
Nutlin-3,MOLP-8,4538,4.677351412871983
Nutlin-3,OCI-AML2,4657,6.606934480075959
Nutlin-3,MDA-MB-415,8985,7.943282347242816
Nutlin-3,T84,10625,7.943282347242816
Nutlin-3,GCIY,6855,7.943282347242816
Nutlin-3,RD,7426,7.943282347242816
Nutlin-3,CCK-81,6393,7.943282347242816
Nutlin-3,MFE-280,568,7.943282347242816
Nutlin-3,OVCAR-8,2026,7.943282347242816
Nutlin-3,OVCAR-4,11318,7.943282347242816
Nutlin-3,ONS-76,9193,7.943282347242816
Nutlin-3,UACC-62,2073,7.943282347242816
Nutlin-3,HCC-56,2536,7.943282347242816
Nutlin-3,SK-N-SH,3908,7.5857757502918375
Nutlin-3,MDA-MB-453,9957,7.943282347242816
Nutlin-3,KU812,5354,7.943282347242816
Nutlin-3,GRANTA-519,5213,7.943282347242816
Nutlin-3,OV-90,9610,7.943282347242816
Nutlin-3,H4,9103,7.943282347242816
Nutlin-3,KCL-22,8284,7.943282347242816
Nutlin-3,CAS-1,9885,7.943282347242816
Nutlin-3,SUP-T1,755,7.943282347242816
Nutlin-3,TCCSUP,11142,7.943282347242816
Nutlin-3,Saos-2,3089,7.943282347242816
Nutlin-3,SF126,10369,7.943282347242816
Nutlin-3,Capan-2,8145,7.943282347242816
Nutlin-3,SK-MES-1,5749,7.943282347242816
Nutlin-3,KALS-1,1538,7.943282347242816
Nutlin-3,HCC-78,4857,7.943282347242816
Nutlin-3,NCI-H1792,6506,7.943282347242816
Nutlin-3,639-V,5237,7.943282347242816
Nutlin-3,NCI-H2009,2559,7.943282347242816
